Nombre;CUIT;NroPrestador;Sucursal;Provincia;Seccional;Partido;Localidad;Domicilio;Telefono;Clasificacion prestador;Tipo de prestador;Especialidad;Plan;
VISUMED CIMO;30675954689;1369;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 11;Villa Devoto;Av. Beiro 4640 1;1141736128;Oftalmologia;Cirugias;Oftalmologica;Universal;
VISUMED CIMO;30675954689;1369;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 11;Villa Devoto;Av. Beiro 4640 1;1141736128;Oftalmologia;DiagnosticoyTratamiento;Campo visual computarizado;Universal;
LABORATORIO DE MEDICINA;30581050301;3869;3;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 11;Villa General Mitre;Trelles 1566;4708-7400;Diagnostico y tratamiento;DiagnosticoyTratamiento;Laboratorio;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;GuardiaActiva;Obstetrica;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;GuardiaActiva;Pediatrica;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;GuardiaPasiva;Pediatrica;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;GuardiaPasiva;Quirurgica;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;GuardiaPasiva;Traumatologica;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Adolescencia;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Cardiologia Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Clinica Medica;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Dermatologia Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Diabetologia Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Endocrinologia;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Endocrinologia Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Gastroenterologia Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Hematologia e Inmunologia;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Hemoterapia Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Hepatologia;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Infectologia Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Nefrologia Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Neonatologia;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Neumonologia Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Neurologia Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Nutricion;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Nutricion Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Obstetricia;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Oftalmologia Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Oncologia Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Otorrinolaringologia Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Patologia Mamaria;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Pediatria;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Traumatologia y Ortopedia;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Traumatologia y Ortopedia Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Urologia Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Hemodinamia;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Internacion;Internacion Cardiologica;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Internacion;Internacion Oftalmologica;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Internacion;Internacion Otorrinolaringologica;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Internacion;Internacion Traumatologica;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Internacion;Maternidad;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Internacion;Pediatrica;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Internacion;Piso;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Internacion;Respirador;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Internacion;Terapia Intermedia;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Internacion;UTI;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Internacion;UTINeo;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Internacion;UTIP;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Cirugias;Artroscopica;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Cirugias;Cabeza y Cuello;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Cirugias;Cardiaca Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Cirugias;Endoscopica;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Cirugias;General;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Cirugias;Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Cirugias;Laparoscopica;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Cirugias;Miembro Superior y Mano;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Cirugias;Pierna y Pie;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Cirugias;Plastica Reparadora;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Cirugias;Toracica;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;Cirugias;Vascular Periferica;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Anatomia Patologia;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Audiometria;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Colposcopia;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Eco-Doppler;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Ecografia;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Ecografia Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Electrocardiograma;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Electroencefalograma;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Endoscopia Digestiva;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Endoscopia Ginecologica;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Endoscopia Respiratoria;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Endoscopia Urologica;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Ergometria;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Espirometria Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Holter;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Laboratorio;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Monitoreo Fetal;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Potenciales Evocados;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Presurometria;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Psicoprofilaxis del parto;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Radiologia Infantil;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Tomografia Computada;Superador;
FUNDACION HOSPITALARIA;30589663256;1035;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Saavedra;Cramer 4601;4704-2300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Urodinamia Infantil;Superador;
FUNDACION ROCA;30646492129;10890;3;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Villa Urquiza;Av. Alvarez Thomas 2681;112150-1500;Diagnostico y tratamiento;DiagnosticoyTratamiento;Eco-Doppler;Superador;
FUNDACION ROCA;30646492129;10890;3;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Villa Urquiza;Av. Alvarez Thomas 2681;112150-1500;Diagnostico y tratamiento;DiagnosticoyTratamiento;Ecografia;Superador;
FUNDACION ROCA;30646492129;10890;3;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Villa Urquiza;Av. Alvarez Thomas 2681;112150-1500;Diagnostico y tratamiento;DiagnosticoyTratamiento;Ecografia Infantil;Superador;
FUNDACION ROCA;30646492129;10890;3;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Villa Urquiza;Av. Alvarez Thomas 2681;112150-1500;Diagnostico y tratamiento;DiagnosticoyTratamiento;Laboratorio;Superador;
FUNDACION ROCA;30646492129;10890;3;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Villa Urquiza;Av. Alvarez Thomas 2681;112150-1500;Diagnostico y tratamiento;DiagnosticoyTratamiento;Resonancia Magnetica Nuclear;Superador;
TCBA;30585402970;1724;3;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Villa Urquiza;Av. Alvarez Thomas 2681;112150-1500;Diagnostico y tratamiento;DiagnosticoyTratamiento;Eco-Doppler;Superador;
TCBA;30585402970;1724;3;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Villa Urquiza;Av. Alvarez Thomas 2681;112150-1500;Diagnostico y tratamiento;DiagnosticoyTratamiento;Ecografia;Superador;
TCBA;30585402970;1724;3;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Villa Urquiza;Av. Alvarez Thomas 2681;112150-1500;Diagnostico y tratamiento;DiagnosticoyTratamiento;Ecografia Infantil;Superador;
TCBA;30585402970;1724;3;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Villa Urquiza;Av. Alvarez Thomas 2681;112150-1500;Diagnostico y tratamiento;DiagnosticoyTratamiento;Laboratorio;Superador;
TCBA;30585402970;1724;3;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 12;Villa Urquiza;Av. Alvarez Thomas 2681;112150-1500;Diagnostico y tratamiento;DiagnosticoyTratamiento;Resonancia Magnetica Nuclear;Superador;
LABORATORIO DAX MAGRINO DEBONIS QUINTANA;30519934562;8241;2;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Belgrano;Moldes 2018;1133826552;Diagnostico y tratamiento;DiagnosticoyTratamiento;Laboratorio;Universal;
LBR LABORATORIO RAPELA Centro Medico Brown;30707377859;5135;3;Buenos Aires;GBA SUR;Quilmes;Quilmes;Almirante Brown 357;112040-1170;Diagnostico y tratamiento;DiagnosticoyTratamiento;Laboratorio;Superador;
LBR LABORATORIO RAPELA Sede Torre Pueblo;30707377859;5135;4;Buenos Aires;GBA NORTE;Tigre;Benavidez;Libertad 50;112040-1170;Diagnostico y tratamiento;DiagnosticoyTratamiento;Laboratorio;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;EspecialidadesAmbulatorio;Cardiologia;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;EspecialidadesAmbulatorio;Clinica Medica;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;EspecialidadesAmbulatorio;Dermatologia;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;EspecialidadesAmbulatorio;Diabetologia;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;EspecialidadesAmbulatorio;Endocrinologia;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;EspecialidadesAmbulatorio;Flebologia y Linfologia;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;EspecialidadesAmbulatorio;Gastroenterologia;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;EspecialidadesAmbulatorio;Ginecologia;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;EspecialidadesAmbulatorio;Neumonologia;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;EspecialidadesAmbulatorio;Neurologia;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;EspecialidadesAmbulatorio;Nutricion;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;EspecialidadesAmbulatorio;Otorrinolaringologia;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;EspecialidadesAmbulatorio;Pediatria;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;EspecialidadesAmbulatorio;Reumatologia;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;EspecialidadesAmbulatorio;Traumatologia y Ortopedia;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;EspecialidadesAmbulatorio;Urologia;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;DiagnosticoyTratamiento;Densitometria Osea;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;DiagnosticoyTratamiento;Eco-Doppler;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;DiagnosticoyTratamiento;Ecografia;Superador;
CENTRO MEDICO DERAGOPYAN;30677647945;61815;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 13;Colegiales;Amenabar 1331;8107778876;Diagnostico y tratamiento;DiagnosticoyTratamiento;Ecografia Infantil;Superador;
