Nombre;CUIT;NroPrestador;Sucursal;Provincia;Seccional;Partido;Localidad;Domicilio;Telefono;Clasificacion prestador;Tipo de prestador;Especialidad;Plan;Fecha-Hora Transcripción;lat;lon
SANATORIO DE LA PROVIDENCIA;33686451939;7113;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 3;Balvanera;Riobamba 588;52999000;Clinicas y Sanatorios;DiagnosticoyTratamiento;Electrocardiograma;Universal;;-34.6022797;-58.394154
SANATORIO DE LA PROVIDENCIA;33686451939;7113;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 3;Balvanera;Riobamba 588;52999000;Clinicas y Sanatorios;DiagnosticoyTratamiento;Endoscopia Digestiva;Universal;;-34.6022797;-58.394154
SANATORIO DE LA PROVIDENCIA;33686451939;7113;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 3;Balvanera;Riobamba 588;52999000;Clinicas y Sanatorios;DiagnosticoyTratamiento;Ergometria;Universal;;-34.6022797;-58.394154
SANATORIO DE LA PROVIDENCIA;33686451939;7113;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 3;Balvanera;Riobamba 588;52999000;Clinicas y Sanatorios;DiagnosticoyTratamiento;Espirometria;Universal;;-34.6022797;-58.394154
SANATORIO DE LA PROVIDENCIA;33686451939;7113;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 3;Balvanera;Riobamba 588;52999000;Clinicas y Sanatorios;DiagnosticoyTratamiento;Estudios Mamarios;Universal;;-34.6022797;-58.394154
SANATORIO DE LA PROVIDENCIA;33686451939;7113;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 3;Balvanera;Riobamba 588;52999000;Clinicas y Sanatorios;DiagnosticoyTratamiento;Holter;Universal;;-34.6022797;-58.394154
SANATORIO DE LA PROVIDENCIA;33686451939;7113;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 3;Balvanera;Riobamba 588;52999000;Clinicas y Sanatorios;DiagnosticoyTratamiento;Laboratorio;Universal;;-34.6022797;-58.394154
SANATORIO DE LA PROVIDENCIA;33686451939;7113;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 3;Balvanera;Riobamba 588;52999000;Clinicas y Sanatorios;DiagnosticoyTratamiento;Presurometria;Universal;;-34.6022797;-58.394154
SANATORIO DE LA PROVIDENCIA;33686451939;7113;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 3;Balvanera;Riobamba 588;52999000;Clinicas y Sanatorios;DiagnosticoyTratamiento;Radiologia;Universal;;-34.6022797;-58.394154
SANATORIO DE LA PROVIDENCIA;33686451939;7113;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 3;Balvanera;Riobamba 588;52999000;Clinicas y Sanatorios;DiagnosticoyTratamiento;Tomografia Computada;Universal;;-34.6022797;-58.394154
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;GuardiaActiva;Clinica;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;GuardiaActiva;Pediatrica;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;GuardiaPasiva;Cardiologica;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;GuardiaPasiva;Quirurgica;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;EspecialidadesAmbulatorio;Cardiologia;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;EspecialidadesAmbulatorio;Clinica Medica;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;EspecialidadesAmbulatorio;Gastroenterologia;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;EspecialidadesAmbulatorio;Ginecologia;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;EspecialidadesAmbulatorio;Neurologia;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;EspecialidadesAmbulatorio;Nutricion;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;EspecialidadesAmbulatorio;Pediatria;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;EspecialidadesAmbulatorio;Traumatologia y Ortopedia;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;Internacion;Piso;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;Internacion;UCO;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;Internacion;UTI;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;Cirugias;Endoscopica;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;DiagnosticoyTratamiento;Eco-Doppler;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;DiagnosticoyTratamiento;Ecografia;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;DiagnosticoyTratamiento;Electrocardiograma;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;DiagnosticoyTratamiento;Estudios Cardiologicos;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;DiagnosticoyTratamiento;Estudios Gastroenterologicos;Universal;;-33.124764;-64.3531307
POLICLINICO PRIVADO SAN LUCAS SA;30580553040;7007;1;Cordoba;CORDOBA;Rio Cuarto;Rio Cuarto;Mitre 930;0358 467-5600;Centros Medicos;DiagnosticoyTratamiento;Laboratorio;Universal;;-33.124764;-64.3531307
API ATENCION PEDIATRICA INTEGRAL;30584974563;6932;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 1;San Nicolas;Talcahuano 469;1132260694;Pediatria;EspecialidadesAmbulatorio;Adolescencia;Universal;;-34.603315;-58.3851341
API ATENCION PEDIATRICA INTEGRAL;30584974563;6932;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 1;San Nicolas;Talcahuano 469;1132260694;Pediatria;EspecialidadesAmbulatorio;Alergia e Inmunologia Infantil;Universal;;-34.603315;-58.3851341
API ATENCION PEDIATRICA INTEGRAL;30584974563;6932;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 1;San Nicolas;Talcahuano 469;1132260694;Pediatria;EspecialidadesAmbulatorio;Cardiologia Infantil;Universal;;-34.603315;-58.3851341
API ATENCION PEDIATRICA INTEGRAL;30584974563;6932;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 1;San Nicolas;Talcahuano 469;1132260694;Pediatria;EspecialidadesAmbulatorio;Clinica Medica;Universal;;-34.603315;-58.3851341
API ATENCION PEDIATRICA INTEGRAL;30584974563;6932;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 1;San Nicolas;Talcahuano 469;1132260694;Pediatria;EspecialidadesAmbulatorio;Dermatologia Infantil;Universal;;-34.603315;-58.3851341
API ATENCION PEDIATRICA INTEGRAL;30584974563;6932;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 1;San Nicolas;Talcahuano 469;1132260694;Pediatria;EspecialidadesAmbulatorio;Diabetologia Infantil;Universal;;-34.603315;-58.3851341
API ATENCION PEDIATRICA INTEGRAL;30584974563;6932;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 1;San Nicolas;Talcahuano 469;1132260694;Pediatria;EspecialidadesAmbulatorio;Endocrinologia Infantil;Universal;;-34.603315;-58.3851341
API ATENCION PEDIATRICA INTEGRAL;30584974563;6932;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 1;San Nicolas;Talcahuano 469;1132260694;Pediatria;EspecialidadesAmbulatorio;Gastroenterologia Infantil;Universal;;-34.603315;-58.3851341
API ATENCION PEDIATRICA INTEGRAL;30584974563;6932;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 1;San Nicolas;Talcahuano 469;1132260694;Pediatria;EspecialidadesAmbulatorio;Genetica;Universal;;-34.603315;-58.3851341
API ATENCION PEDIATRICA INTEGRAL;30584974563;6932;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 1;San Nicolas;Talcahuano 469;1132260694;Pediatria;EspecialidadesAmbulatorio;Hepatologia;Universal;;-34.603315;-58.3851341
API ATENCION PEDIATRICA INTEGRAL;30584974563;6932;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 1;San Nicolas;Talcahuano 469;1132260694;Pediatria;EspecialidadesAmbulatorio;Neumonologia Infantil;Universal;;-34.603315;-58.3851341
API ATENCION PEDIATRICA INTEGRAL;30584974563;6932;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 1;San Nicolas;Talcahuano 469;1132260694;Pediatria;EspecialidadesAmbulatorio;Neurocirugia;Universal;;-34.603315;-58.3851341
API ATENCION PEDIATRICA INTEGRAL;30584974563;6932;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 1;San Nicolas;Talcahuano 469;1132260694;Pediatria;EspecialidadesAmbulatorio;Neurologia Infantil;Universal;;-34.603315;-58.3851341
API ATENCION PEDIATRICA INTEGRAL;30584974563;6932;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 1;San Nicolas;Talcahuano 469;1132260694;Pediatria;EspecialidadesAmbulatorio;Nutricion Infantil;Universal;;-34.603315;-58.3851341
API ATENCION PEDIATRICA INTEGRAL;30584974563;6932;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 1;San Nicolas;Talcahuano 469;1132260694;Pediatria;EspecialidadesAmbulatorio;Oftalmologia Infantil;Universal;;-34.603315;-58.3851341
API ATENCION PEDIATRICA INTEGRAL;30584974563;6932;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 1;San Nicolas;Talcahuano 469;1132260694;Pediatria;EspecialidadesAmbulatorio;Otorrinolaringologia Infantil;Universal;;-34.603315;-58.3851341
API ATENCION PEDIATRICA INTEGRAL;30584974563;6932;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 1;San Nicolas;Talcahuano 469;1132260694;Pediatria;DiagnosticoyTratamiento;Ecografia Infantil;Universal;;-34.603315;-58.3851341
API ATENCION PEDIATRICA INTEGRAL;30584974563;6932;1;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 1;San Nicolas;Talcahuano 469;1132260694;Pediatria;DiagnosticoyTratamiento;Radiologia Infantil;Universal;;-34.603315;-58.3851341
API ATENCION PEDIATRICA INTEGRAL SEPYN;30584974563;6932;2;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 3;Balvanera;Lavalle 1974;1168416660;Pediatria;GuardiaActiva;Pediatrica;Universal;;-34.6033321;-58.3949269
API ATENCION PEDIATRICA INTEGRAL SEPYN;30584974563;6932;2;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 3;Balvanera;Lavalle 1974;1168416660;Pediatria;GuardiaPasiva;Pediatrica;Universal;;-34.6033321;-58.3949269
API ATENCION PEDIATRICA INTEGRAL SEPYN;30584974563;6932;2;Ciudad Autonoma de Buenos Aires;CAPITAL;Comuna 3;Balvanera;Lavalle 1974;1168416660;Pediatria;Internacion;Pediatrica;Universal;;-34.6033321;-58.3949269
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;GuardiaActiva;Clinica;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;GuardiaActiva;General;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Cardiologia;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Flebologia y Linfologia;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Hemoterapia;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Infectologia;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Nutricion;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Otorrinolaringologia;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Traumatologia y Ortopedia;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Urologia;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;EspecialidadesAmbulatorio;Kinesiologia;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;Internacion;Internacion Traumatologica;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;Internacion;UCO;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;Internacion;UTI;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;Cirugias;Cabeza y Cuello;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;Cirugias;Cardiaca;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Eco-Doppler;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Ecografia;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Laboratorio;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Radiologia;Superador;;-34.498955;-58.6406864
CLINICA SAGRADO CORAZON;30708020245;6893;1;Buenos Aires;GBA NORTE;Tigre;Don Torcuato;Avenida Angel Torcuato de Alvear 650;11 5116 3300;Clinicas y Sanatorios;DiagnosticoyTratamiento;Tomografia Computada;Superador;;-34.498955;-58.6406864
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Adolescencia;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Alergia e Inmunologia;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Alergia e Inmunologia Infantil;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Cardiologia;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Cardiologia Infantil;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Clinica Medica;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Dermatologia;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Dermatologia Infantil;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Diabetologia;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Diabetologia Infantil;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Endocrinologia;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Endocrinologia Infantil;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Flebologia y Linfologia;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Fonoaudiologia;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Gastroenterologia;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Gastroenterologia Infantil;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Ginecologia;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Ginecologia Infanto Juvenil;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Micologia;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Nefrologia;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Nefrologia Infantil;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Neonatologia;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Neumonologia;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Neumonologia Infantil;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Neurologia;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Neurologia Infantil;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Nutricion;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Nutricion Infantil;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Obstetricia;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Oftalmologia;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Oftalmologia Infantil;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Otorrinolaringologia;Superador;;-34.6499086;-58.6395474
IPC INSTITUTO PEDIATRICO CASTELAR;30637542164;6886;1;Buenos Aires;GBA OESTE;Moron;Castelar;Montes de Oca 2231;46272800;Pediatria;EspecialidadesAmbulatorio;Otorrinolaringologia Infantil;Superador;;-34.6499086;-58.6395474
